fold,sample_id,obj_name,baseline_miou,original_miou,original_iter,original_non_degraded,original_fallback,original_delta_vs_baseline,original_delta_vs_original,support_fg_miou,support_fg_iter,support_fg_fallback,support_fg_non_degraded,support_fg_delta_vs_baseline,support_fg_delta_vs_original,support_decoder_fg_miou,support_decoder_fg_iter,support_decoder_fg_fallback,support_decoder_fg_non_degraded,support_decoder_fg_delta_vs_baseline,support_decoder_fg_delta_vs_original
0,fold0:0_class-0,0_class-0,0.91874409,0.88145596,4,0,0,-0.03728813,0.00000000,0.91874409,0,1,1,0.00000000,0.03728813,0.91874409,0,1,1,0.00000000,0.03728813
0,fold0:1_class-3,1_class-3,0.86745143,0.80044854,4,0,0,-0.06700289,0.00000000,0.86745143,0,1,1,0.00000000,0.06700289,0.86745143,0,1,1,0.00000000,0.06700289
0,fold0:2_class-1,2_class-1,0.74692959,0.70449185,4,0,0,-0.04243773,0.00000000,0.74692959,0,1,1,0.00000000,0.04243773,0.74692959,0,1,1,0.00000000,0.04243773
0,fold0:3_class-4,3_class-4,0.81716979,0.43094170,3,0,0,-0.38622808,0.00000000,0.81716979,0,1,1,0.00000000,0.38622808,0.81716979,0,1,1,0.00000000,0.38622808
0,fold0:4_class-3,4_class-3,0.44203976,0.34206441,5,0,0,-0.09997535,0.00000000,0.34206441,5,0,0,-0.09997535,0.00000000,0.44203976,0,1,1,0.00000000,0.09997535
0,fold0:5_class-4,5_class-4,0.29130042,0.28634465,1,0,0,-0.00495577,0.00000000,0.29130042,0,1,1,0.00000000,0.00495577,0.29130042,0,1,1,0.00000000,0.00495577
0,fold0:6_class-1,6_class-1,0.61238831,0.51467425,4,0,0,-0.09771407,0.00000000,0.51467425,4,0,0,-0.09771407,0.00000000,0.51467425,4,0,0,-0.09771407,0.00000000
0,fold0:7_class-4,7_class-4,0.31528011,0.27760214,4,0,0,-0.03767797,0.00000000,0.31528011,0,1,1,0.00000000,0.03767797,0.31528011,0,1,1,0.00000000,0.03767797
0,fold0:8_class-0,8_class-0,0.80233961,0.76172000,4,0,0,-0.04061961,0.00000000,0.80233961,0,1,1,0.00000000,0.04061961,0.80233961,0,1,1,0.00000000,0.04061961
0,fold0:9_class-2,9_class-2,0.00004750,0.91429865,2,1,0,0.91425116,0.00000000,0.91429865,2,0,1,0.91425116,0.00000000,0.91429865,2,0,1,0.91425116,0.00000000
0,fold0:10_class-1,10_class-1,0.73904282,0.62253630,2,0,0,-0.11650652,0.00000000,0.62253630,2,0,0,-0.11650652,0.00000000,0.62253630,2,0,0,-0.11650652,0.00000000
0,fold0:11_class-4,11_class-4,0.39533815,0.39533815,0,1,0,0.00000000,0.00000000,0.39533815,0,0,1,0.00000000,0.00000000,0.39533815,0,0,1,0.00000000,0.00000000
0,fold0:12_class-0,12_class-0,0.58029628,0.64912975,5,1,0,0.06883347,0.00000000,0.58029628,0,1,1,0.00000000,-0.06883347,0.58029628,0,1,1,0.00000000,-0.06883347
0,fold0:13_class-1,13_class-1,0.39949626,0.39424071,3,0,0,-0.00525555,0.00000000,0.39424071,3,0,0,-0.00525555,0.00000000,0.39424071,3,0,0,-0.00525555,0.00000000
0,fold0:14_class-0,14_class-0,0.77987212,0.44249594,3,0,0,-0.33737618,0.00000000,0.77987212,0,1,1,0.00000000,0.33737618,0.77987212,0,1,1,0.00000000,0.33737618
0,fold0:15_class-0,15_class-0,0.68775970,0.73849553,4,1,0,0.05073583,0.00000000,0.73849553,4,0,1,0.05073583,0.00000000,0.73849553,4,0,1,0.05073583,0.00000000
0,fold0:16_class-2,16_class-2,0.99713707,0.94227505,2,0,0,-0.05486202,0.00000000,0.99713707,0,1,1,0.00000000,0.05486202,0.99713707,0,1,1,0.00000000,0.05486202
0,fold0:17_class-0,17_class-0,0.90867275,0.90867275,0,1,0,0.00000000,0.00000000,0.90867275,0,0,1,0.00000000,0.00000000,0.90867275,0,0,1,0.00000000,0.00000000
0,fold0:18_class-0,18_class-0,0.90078533,0.93426597,1,1,0,0.03348064,0.00000000,0.93426597,1,0,1,0.03348064,0.00000000,0.93426597,1,0,1,0.03348064,0.00000000
0,fold0:19_class-2,19_class-2,0.29843137,0.29223844,4,0,0,-0.00619292,0.00000000,0.29223844,4,0,0,-0.00619292,0.00000000,0.29843137,0,1,1,0.00000000,0.00619292
0,fold0:20_class-0,20_class-0,0.99761671,0.95761943,5,0,0,-0.03999728,0.00000000,0.95761943,5,0,0,-0.03999728,0.00000000,0.95761943,5,0,0,-0.03999728,0.00000000
0,fold0:21_class-3,21_class-3,0.48370540,0.45728552,1,0,0,-0.02641988,0.00000000,0.48370540,0,1,1,0.00000000,0.02641988,0.48370540,0,1,1,0.00000000,0.02641988
0,fold0:22_class-4,22_class-4,0.35932142,0.35932142,0,1,0,0.00000000,0.00000000,0.35932142,0,0,1,0.00000000,0.00000000,0.35932142,0,0,1,0.00000000,0.00000000
0,fold0:23_class-3,23_class-3,0.35187724,0.49776030,1,1,0,0.14588305,0.00000000,0.49776030,1,0,1,0.14588305,0.00000000,0.49776030,1,0,1,0.14588305,0.00000000
0,fold0:24_class-1,24_class-1,0.81939995,0.54906070,5,0,0,-0.27033925,0.00000000,0.81939995,0,1,1,0.00000000,0.27033925,0.81939995,0,1,1,0.00000000,0.27033925
0,fold0:25_class-2,25_class-2,0.99630970,0.96950471,5,0,0,-0.02680498,0.00000000,0.96950471,5,0,0,-0.02680498,0.00000000,0.96950471,5,0,0,-0.02680498,0.00000000
0,fold0:26_class-3,26_class-3,0.37988144,0.97314054,1,1,0,0.59325910,0.00000000,0.37988144,0,1,1,0.00000000,-0.59325910,0.37988144,0,1,1,0.00000000,-0.59325910
0,fold0:27_class-1,27_class-1,0.44515979,0.52596056,4,1,0,0.08080077,0.00000000,0.44515979,0,1,1,0.00000000,-0.08080077,0.44515979,0,1,1,0.00000000,-0.08080077
0,fold0:28_class-2,28_class-2,0.40562463,0.39859545,1,0,0,-0.00702918,0.00000000,0.39859545,1,0,0,-0.00702918,0.00000000,0.40562463,0,1,1,0.00000000,0.00702918
0,fold0:29_class-3,29_class-3,0.97183681,0.93950534,3,0,0,-0.03233147,0.00000000,0.93950534,3,0,0,-0.03233147,0.00000000,0.93950534,3,0,0,-0.03233147,0.00000000
0,fold0:30_class-0,30_class-0,0.99366874,0.99366874,0,1,0,0.00000000,0.00000000,0.99366874,0,0,1,0.00000000,0.00000000,0.99366874,0,0,1,0.00000000,0.00000000
0,fold0:31_class-2,31_class-2,0.98187113,0.94929922,3,0,0,-0.03257191,0.00000000,0.94929922,3,0,0,-0.03257191,0.00000000,0.94929922,3,0,0,-0.03257191,0.00000000
0,fold0:32_class-3,32_class-3,0.86210144,0.82451952,3,0,0,-0.03758192,0.00000000,0.86210144,0,1,1,0.00000000,0.03758192,0.86210144,0,1,1,0.00000000,0.03758192
0,fold0:33_class-4,33_class-4,0.99851674,0.93206871,2,0,0,-0.06644803,0.00000000,0.99851674,0,1,1,0.00000000,0.06644803,0.99851674,0,1,1,0.00000000,0.06644803
0,fold0:34_class-3,34_class-3,0.86612082,0.83874136,3,0,0,-0.02737945,0.00000000,0.86612082,0,1,1,0.00000000,0.02737945,0.86612082,0,1,1,0.00000000,0.02737945
0,fold0:35_class-1,35_class-1,0.38888463,0.65773189,1,1,0,0.26884726,0.00000000,0.65773189,1,0,1,0.26884726,0.00000000,0.38888463,0,1,1,0.00000000,-0.26884726
0,fold0:36_class-4,36_class-4,0.98080623,0.96370697,3,0,0,-0.01709926,0.00000000,0.98080623,0,1,1,0.00000000,0.01709926,0.98080623,0,1,1,0.00000000,0.01709926
0,fold0:37_class-4,37_class-4,0.44835863,0.44835863,0,1,0,0.00000000,0.00000000,0.44835863,0,0,1,0.00000000,0.00000000,0.44835863,0,0,1,0.00000000,0.00000000
0,fold0:38_class-4,38_class-4,0.29179814,0.96986163,5,1,0,0.67806348,0.00000000,0.96986163,5,0,1,0.67806348,0.00000000,0.96986163,5,0,1,0.67806348,0.00000000
0,fold0:39_class-0,39_class-0,0.95860720,0.86897397,3,0,0,-0.08963323,0.00000000,0.86897397,3,0,0,-0.08963323,0.00000000,0.86897397,3,0,0,-0.08963323,0.00000000
0,fold0:40_class-0,40_class-0,0.75258499,0.75258499,0,1,0,0.00000000,0.00000000,0.75258499,0,0,1,0.00000000,0.00000000,0.75258499,0,0,1,0.00000000,0.00000000
0,fold0:41_class-3,41_class-3,0.64824569,0.59676701,3,0,0,-0.05147868,0.00000000,0.64824569,0,1,1,0.00000000,0.05147868,0.64824569,0,1,1,0.00000000,0.05147868
0,fold0:42_class-0,42_class-0,0.97874153,0.95063084,5,0,0,-0.02811068,0.00000000,0.97874153,0,1,1,0.00000000,0.02811068,0.97874153,0,1,1,0.00000000,0.02811068
0,fold0:43_class-2,43_class-2,0.43800297,0.39346966,3,0,0,-0.04453331,0.00000000,0.43800297,0,1,1,0.00000000,0.04453331,0.43800297,0,1,1,0.00000000,0.04453331
0,fold0:44_class-4,44_class-4,0.45991105,0.44018027,5,0,0,-0.01973078,0.00000000,0.45991105,0,1,1,0.00000000,0.01973078,0.45991105,0,1,1,0.00000000,0.01973078
0,fold0:45_class-1,45_class-1,0.59711462,0.54113972,2,0,0,-0.05597490,0.00000000,0.59711462,0,1,1,0.00000000,0.05597490,0.59711462,0,1,1,0.00000000,0.05597490
0,fold0:46_class-0,46_class-0,0.80252123,0.94352579,5,1,0,0.14100456,0.00000000,0.80252123,0,1,1,0.00000000,-0.14100456,0.80252123,0,1,1,0.00000000,-0.14100456
0,fold0:47_class-2,47_class-2,0.99652243,0.90871751,1,0,0,-0.08780491,0.00000000,0.90871751,1,0,0,-0.08780491,0.00000000,0.90871751,1,0,0,-0.08780491,0.00000000
0,fold0:48_class-1,48_class-1,0.87629408,0.67507023,1,0,0,-0.20122385,0.00000000,0.87629408,0,1,1,0.00000000,0.20122385,0.87629408,0,1,1,0.00000000,0.20122385
0,fold0:49_class-0,49_class-0,0.41669530,0.95036936,4,1,0,0.53367406,0.00000000,0.95036936,4,0,1,0.53367406,0.00000000,0.95036936,4,0,1,0.53367406,0.00000000
0,fold0:50_class-0,50_class-0,0.97968757,0.94243956,3,0,0,-0.03724802,0.00000000,0.94243956,3,0,0,-0.03724802,0.00000000,0.94243956,3,0,0,-0.03724802,0.00000000
0,fold0:51_class-3,51_class-3,0.23524040,0.41887420,1,1,0,0.18363380,0.00000000,0.41887420,1,0,1,0.18363380,0.00000000,0.23524040,0,1,1,0.00000000,-0.18363380
0,fold0:52_class-1,52_class-1,0.68088818,0.54171073,1,0,0,-0.13917744,0.00000000,0.68088818,0,1,1,0.00000000,0.13917744,0.68088818,0,1,1,0.00000000,0.13917744
0,fold0:53_class-2,53_class-2,0.99958932,0.94154233,3,0,0,-0.05804700,0.00000000,0.94154233,3,0,0,-0.05804700,0.00000000,0.94154233,3,0,0,-0.05804700,0.00000000
0,fold0:54_class-2,54_class-2,0.53084022,0.61062115,5,1,0,0.07978094,0.00000000,0.61062115,5,0,1,0.07978094,0.00000000,0.61062115,5,0,1,0.07978094,0.00000000
0,fold0:55_class-4,55_class-4,0.35136145,0.34405586,5,0,0,-0.00730559,0.00000000,0.35136145,0,1,1,0.00000000,0.00730559,0.35136145,0,1,1,0.00000000,0.00730559
0,fold0:56_class-2,56_class-2,0.72850800,0.68616432,4,0,0,-0.04234368,0.00000000,0.72850800,0,1,1,0.00000000,0.04234368,0.72850800,0,1,1,0.00000000,0.04234368
0,fold0:57_class-2,57_class-2,0.94083524,0.77492130,1,0,0,-0.16591394,0.00000000,0.77492130,1,0,0,-0.16591394,0.00000000,0.94083524,0,1,1,0.00000000,0.16591394
0,fold0:58_class-1,58_class-1,0.73764968,0.64913207,5,0,0,-0.08851761,0.00000000,0.64913207,5,0,0,-0.08851761,0.00000000,0.64913207,5,0,0,-0.08851761,0.00000000
0,fold0:59_class-2,59_class-2,0.04650757,0.71224773,4,1,0,0.66574015,0.00000000,0.71224773,4,0,1,0.66574015,0.00000000,0.71224773,4,0,1,0.66574015,0.00000000
0,fold0:60_class-4,60_class-4,0.44478855,0.41153231,5,0,0,-0.03325623,0.00000000,0.44478855,0,1,1,0.00000000,0.03325623,0.44478855,0,1,1,0.00000000,0.03325623
0,fold0:61_class-4,61_class-4,0.65797418,0.88415968,3,1,0,0.22618550,0.00000000,0.88415968,3,0,1,0.22618550,0.00000000,0.88415968,3,0,1,0.22618550,0.00000000
0,fold0:62_class-2,62_class-2,0.95018482,0.92594671,5,0,0,-0.02423811,0.00000000,0.92594671,5,0,0,-0.02423811,0.00000000,0.92594671,5,0,0,-0.02423811,0.00000000
0,fold0:63_class-0,63_class-0,0.99134833,0.96417934,2,0,0,-0.02716899,0.00000000,0.96417934,2,0,0,-0.02716899,0.00000000,0.96417934,2,0,0,-0.02716899,0.00000000
0,fold0:64_class-3,64_class-3,0.94281566,0.85608828,2,0,0,-0.08672738,0.00000000,0.85608828,2,0,0,-0.08672738,0.00000000,0.94281566,0,1,1,0.00000000,0.08672738
0,fold0:65_class-2,65_class-2,0.86663592,0.84395206,4,0,0,-0.02268386,0.00000000,0.84395206,4,0,0,-0.02268386,0.00000000,0.84395206,4,0,0,-0.02268386,0.00000000
0,fold0:66_class-2,66_class-2,0.83122313,0.96395171,1,1,0,0.13272858,0.00000000,0.96395171,1,0,1,0.13272858,0.00000000,0.96395171,1,0,1,0.13272858,0.00000000
0,fold0:67_class-1,67_class-1,0.29644701,0.28610709,2,0,0,-0.01033992,0.00000000,0.29644701,0,1,1,0.00000000,0.01033992,0.29644701,0,1,1,0.00000000,0.01033992
0,fold0:68_class-4,68_class-4,0.47061604,0.69737381,2,1,0,0.22675776,0.00000000,0.69737381,2,0,1,0.22675776,0.00000000,0.69737381,2,0,1,0.22675776,0.00000000
0,fold0:69_class-3,69_class-3,0.90099919,0.81030834,5,0,0,-0.09069085,0.00000000,0.90099919,0,1,1,0.00000000,0.09069085,0.90099919,0,1,1,0.00000000,0.09069085
0,fold0:70_class-3,70_class-3,0.97667789,0.96205139,1,0,0,-0.01462650,0.00000000,0.97667789,0,1,1,0.00000000,0.01462650,0.97667789,0,1,1,0.00000000,0.01462650
0,fold0:71_class-3,71_class-3,0.98988599,0.90967637,1,0,0,-0.08020961,0.00000000,0.90967637,1,0,0,-0.08020961,0.00000000,0.90967637,1,0,0,-0.08020961,0.00000000
0,fold0:72_class-3,72_class-3,0.94728160,0.87873769,1,0,0,-0.06854391,0.00000000,0.87873769,1,0,0,-0.06854391,0.00000000,0.87873769,1,0,0,-0.06854391,0.00000000
0,fold0:73_class-1,73_class-1,0.95327711,0.54709905,1,0,0,-0.40617806,0.00000000,0.95327711,0,1,1,0.00000000,0.40617806,0.95327711,0,1,1,0.00000000,0.40617806
0,fold0:74_class-2,74_class-2,0.73000538,0.86738062,3,1,0,0.13737524,0.00000000,0.73000538,0,1,1,0.00000000,-0.13737524,0.73000538,0,1,1,0.00000000,-0.13737524
0,fold0:75_class-1,75_class-1,0.43116421,0.41463232,3,0,0,-0.01653188,0.00000000,0.43116421,0,1,1,0.00000000,0.01653188,0.43116421,0,1,1,0.00000000,0.01653188
0,fold0:76_class-0,76_class-0,0.90324080,0.96112847,1,1,0,0.05788767,0.00000000,0.96112847,1,0,1,0.05788767,0.00000000,0.96112847,1,0,1,0.05788767,0.00000000
0,fold0:77_class-3,77_class-3,0.98461115,0.93604624,5,0,0,-0.04856491,0.00000000,0.98461115,0,1,1,0.00000000,0.04856491,0.98461115,0,1,1,0.00000000,0.04856491
0,fold0:78_class-2,78_class-2,0.55561465,0.49079436,5,0,0,-0.06482029,0.00000000,0.55561465,0,1,1,0.00000000,0.06482029,0.55561465,0,1,1,0.00000000,0.06482029
0,fold0:79_class-0,79_class-0,0.43403730,0.95446098,3,1,0,0.52042368,0.00000000,0.95446098,3,0,1,0.52042368,0.00000000,0.95446098,3,0,1,0.52042368,0.00000000
0,fold0:80_class-2,80_class-2,0.99518669,0.95561785,2,0,0,-0.03956884,0.00000000,0.95561785,2,0,0,-0.03956884,0.00000000,0.95561785,2,0,0,-0.03956884,0.00000000
0,fold0:81_class-1,81_class-1,0.69438756,0.56028771,2,0,0,-0.13409984,0.00000000,0.69438756,0,1,1,0.00000000,0.13409984,0.69438756,0,1,1,0.00000000,0.13409984
0,fold0:82_class-0,82_class-0,0.98266691,0.98266691,0,1,0,0.00000000,0.00000000,0.98266691,0,0,1,0.00000000,0.00000000,0.98266691,0,0,1,0.00000000,0.00000000
0,fold0:83_class-2,83_class-2,0.82779992,0.47035864,5,0,0,-0.35744128,0.00000000,0.47035864,5,0,0,-0.35744128,0.00000000,0.47035864,5,0,0,-0.35744128,0.00000000
0,fold0:84_class-4,84_class-4,0.69577086,0.69577086,0,1,0,0.00000000,0.00000000,0.69577086,0,0,1,0.00000000,0.00000000,0.69577086,0,0,1,0.00000000,0.00000000
0,fold0:85_class-3,85_class-3,0.86427557,0.85297418,4,0,0,-0.01130140,0.00000000,0.85297418,4,0,0,-0.01130140,0.00000000,0.85297418,4,0,0,-0.01130140,0.00000000
0,fold0:86_class-4,86_class-4,0.63219208,0.81908929,4,1,0,0.18689722,0.00000000,0.81908929,4,0,1,0.18689722,0.00000000,0.81908929,4,0,1,0.18689722,0.00000000
0,fold0:87_class-4,87_class-4,0.39105192,0.37133044,5,0,0,-0.01972148,0.00000000,0.39105192,0,1,1,0.00000000,0.01972148,0.39105192,0,1,1,0.00000000,0.01972148
0,fold0:88_class-3,88_class-3,0.39155757,0.39155757,0,1,0,0.00000000,0.00000000,0.39155757,0,0,1,0.00000000,0.00000000,0.39155757,0,0,1,0.00000000,0.00000000
0,fold0:89_class-4,89_class-4,0.44863009,0.41806987,4,0,0,-0.03056023,0.00000000,0.44863009,0,1,1,0.00000000,0.03056023,0.44863009,0,1,1,0.00000000,0.03056023
0,fold0:90_class-1,90_class-1,0.52186531,0.51592058,1,0,0,-0.00594473,0.00000000,0.52186531,0,1,1,0.00000000,0.00594473,0.52186531,0,1,1,0.00000000,0.00594473
0,fold0:91_class-2,91_class-2,0.84692395,0.80832052,2,0,0,-0.03860343,0.00000000,0.84692395,0,1,1,0.00000000,0.03860343,0.84692395,0,1,1,0.00000000,0.03860343
0,fold0:92_class-0,92_class-0,0.99479878,0.94414878,4,0,0,-0.05065000,0.00000000,0.99479878,0,1,1,0.00000000,0.05065000,0.99479878,0,1,1,0.00000000,0.05065000
0,fold0:93_class-1,93_class-1,0.50349224,0.53761500,3,1,0,0.03412277,0.00000000,0.53761500,3,0,1,0.03412277,0.00000000,0.53761500,3,0,1,0.03412277,0.00000000
0,fold0:94_class-0,94_class-0,0.99503857,0.96392608,1,0,0,-0.03111249,0.00000000,0.96392608,1,0,0,-0.03111249,0.00000000,0.96392608,1,0,0,-0.03111249,0.00000000
0,fold0:95_class-3,95_class-3,0.69943869,0.95257723,5,1,0,0.25313854,0.00000000,0.69943869,0,1,1,0.00000000,-0.25313854,0.69943869,0,1,1,0.00000000,-0.25313854
0,fold0:96_class-0,96_class-0,0.99918085,0.93935812,5,0,0,-0.05982274,0.00000000,0.99918085,0,1,1,0.00000000,0.05982274,0.99918085,0,1,1,0.00000000,0.05982274
0,fold0:97_class-3,97_class-3,0.71571279,0.94914562,5,1,0,0.23343283,0.00000000,0.94914562,5,0,1,0.23343283,0.00000000,0.94914562,5,0,1,0.23343283,0.00000000
0,fold0:98_class-0,98_class-0,0.99443424,0.95910358,3,0,0,-0.03533065,0.00000000,0.95910358,3,0,0,-0.03533065,0.00000000,0.99443424,0,1,1,0.00000000,0.03533065
0,fold0:99_class-0,99_class-0,0.99660039,0.95784920,1,0,0,-0.03875118,0.00000000,0.95784920,1,0,0,-0.03875118,0.00000000,0.95784920,1,0,0,-0.03875118,0.00000000
0,fold0:100_class-1,100_class-1,0.88221264,0.63741183,3,0,0,-0.24480081,0.00000000,0.88221264,0,1,1,0.00000000,0.24480081,0.88221264,0,1,1,0.00000000,0.24480081
0,fold0:101_class-1,101_class-1,0.76228678,0.76228678,0,1,0,0.00000000,0.00000000,0.76228678,0,0,1,0.00000000,0.00000000,0.76228678,0,0,1,0.00000000,0.00000000
0,fold0:102_class-4,102_class-4,0.56241047,0.55229902,3,0,0,-0.01011145,0.00000000,0.55229902,3,0,0,-0.01011145,0.00000000,0.55229902,3,0,0,-0.01011145,0.00000000
0,fold0:103_class-0,103_class-0,0.99404860,0.90751314,3,0,0,-0.08653545,0.00000000,0.99404860,0,1,1,0.00000000,0.08653545,0.99404860,0,1,1,0.00000000,0.08653545
0,fold0:104_class-1,104_class-1,0.54128182,0.47180909,4,0,0,-0.06947273,0.00000000,0.54128182,0,1,1,0.00000000,0.06947273,0.54128182,0,1,1,0.00000000,0.06947273
0,fold0:105_class-1,105_class-1,0.35049480,0.78049099,3,1,0,0.42999619,0.00000000,0.35049480,0,1,1,0.00000000,-0.42999619,0.35049480,0,1,1,0.00000000,-0.42999619
0,fold0:106_class-4,106_class-4,0.02511881,0.02609102,3,1,0,0.00097221,0.00000000,0.02609102,3,0,1,0.00097221,0.00000000,0.02511881,0,1,1,0.00000000,-0.00097221
0,fold0:107_class-0,107_class-0,0.97575748,0.74632335,3,0,0,-0.22943413,0.00000000,0.74632335,3,0,0,-0.22943413,0.00000000,0.74632335,3,0,0,-0.22943413,0.00000000
0,fold0:108_class-3,108_class-3,0.67663372,0.75969231,3,1,0,0.08305860,0.00000000,0.75969231,3,0,1,0.08305860,0.00000000,0.67663372,0,1,1,0.00000000,-0.08305860
0,fold0:109_class-1,109_class-1,0.57521719,0.46494356,4,0,0,-0.11027363,0.00000000,0.57521719,0,1,1,0.00000000,0.11027363,0.57521719,0,1,1,0.00000000,0.11027363
0,fold0:110_class-4,110_class-4,0.26492816,0.26492816,0,1,0,0.00000000,0.00000000,0.26492816,0,0,1,0.00000000,0.00000000,0.26492816,0,0,1,0.00000000,0.00000000
0,fold0:111_class-4,111_class-4,0.99772477,0.97817826,3,0,0,-0.01954651,0.00000000,0.97817826,3,0,0,-0.01954651,0.00000000,0.97817826,3,0,0,-0.01954651,0.00000000
0,fold0:112_class-0,112_class-0,0.92097151,0.84319651,1,0,0,-0.07777500,0.00000000,0.92097151,0,1,1,0.00000000,0.07777500,0.92097151,0,1,1,0.00000000,0.07777500
0,fold0:113_class-3,113_class-3,0.89352763,0.86022174,3,0,0,-0.03330588,0.00000000,0.89352763,0,1,1,0.00000000,0.03330588,0.89352763,0,1,1,0.00000000,0.03330588
0,fold0:114_class-1,114_class-1,0.46113035,0.46113035,0,1,0,0.00000000,0.00000000,0.46113035,0,0,1,0.00000000,0.00000000,0.46113035,0,0,1,0.00000000,0.00000000
0,fold0:115_class-0,115_class-0,0.86925989,0.92003459,5,1,0,0.05077469,0.00000000,0.92003459,5,0,1,0.05077469,0.00000000,0.92003459,5,0,1,0.05077469,0.00000000
0,fold0:116_class-2,116_class-2,0.42724913,0.41417280,4,0,0,-0.01307634,0.00000000,0.41417280,4,0,0,-0.01307634,0.00000000,0.41417280,4,0,0,-0.01307634,0.00000000
0,fold0:117_class-3,117_class-3,0.77084142,0.45899811,5,0,0,-0.31184331,0.00000000,0.45899811,5,0,0,-0.31184331,0.00000000,0.77084142,0,1,1,0.00000000,0.31184331
0,fold0:118_class-4,118_class-4,0.19192351,0.16310665,1,0,0,-0.02881686,0.00000000,0.19192351,0,1,1,0.00000000,0.02881686,0.19192351,0,1,1,0.00000000,0.02881686
0,fold0:119_class-0,119_class-0,0.99766213,0.95141292,4,0,0,-0.04624921,0.00000000,0.95141292,4,0,0,-0.04624921,0.00000000,0.95141292,4,0,0,-0.04624921,0.00000000
0,fold0:120_class-2,120_class-2,0.93960905,0.93960905,0,1,0,0.00000000,0.00000000,0.93960905,0,0,1,0.00000000,0.00000000,0.93960905,0,0,1,0.00000000,0.00000000
0,fold0:121_class-4,121_class-4,0.48978025,0.96951687,2,1,0,0.47973663,0.00000000,0.96951687,2,0,1,0.47973663,0.00000000,0.96951687,2,0,1,0.47973663,0.00000000
0,fold0:122_class-2,122_class-2,0.90517807,0.90517807,0,1,0,0.00000000,0.00000000,0.90517807,0,0,1,0.00000000,0.00000000,0.90517807,0,0,1,0.00000000,0.00000000
0,fold0:123_class-2,123_class-2,0.00629274,0.00619673,1,0,0,-0.00009601,0.00000000,0.00629274,0,1,1,0.00000000,0.00009601,0.00629274,0,1,1,0.00000000,0.00009601
0,fold0:124_class-1,124_class-1,0.65596193,0.58003604,5,0,0,-0.07592589,0.00000000,0.58003604,5,0,0,-0.07592589,0.00000000,0.58003604,5,0,0,-0.07592589,0.00000000
0,fold0:125_class-1,125_class-1,0.46646121,0.42780370,5,0,0,-0.03865752,0.00000000,0.42780370,5,0,0,-0.03865752,0.00000000,0.46646121,0,1,1,0.00000000,0.03865752
0,fold0:126_class-2,126_class-2,0.34699863,0.33871767,2,0,0,-0.00828096,0.00000000,0.33871767,2,0,0,-0.00828096,0.00000000,0.33871767,2,0,0,-0.00828096,0.00000000
0,fold0:127_class-0,127_class-0,0.77164638,0.77164638,0,1,0,0.00000000,0.00000000,0.77164638,0,0,1,0.00000000,0.00000000,0.77164638,0,0,1,0.00000000,0.00000000
0,fold0:128_class-2,128_class-2,0.98251581,0.98251581,0,1,0,0.00000000,0.00000000,0.98251581,0,0,1,0.00000000,0.00000000,0.98251581,0,0,1,0.00000000,0.00000000
0,fold0:129_class-4,129_class-4,0.57024860,0.55209619,3,0,0,-0.01815242,0.00000000,0.57024860,0,1,1,0.00000000,0.01815242,0.57024860,0,1,1,0.00000000,0.01815242
0,fold0:130_class-1,130_class-1,0.48533148,0.45055637,4,0,0,-0.03477511,0.00000000,0.45055637,4,0,0,-0.03477511,0.00000000,0.45055637,4,0,0,-0.03477511,0.00000000
0,fold0:131_class-4,131_class-4,0.97647804,0.97647804,0,1,0,0.00000000,0.00000000,0.97647804,0,0,1,0.00000000,0.00000000,0.97647804,0,0,1,0.00000000,0.00000000
0,fold0:132_class-0,132_class-0,0.99026054,0.73440540,1,0,0,-0.25585514,0.00000000,0.73440540,1,0,0,-0.25585514,0.00000000,0.73440540,1,0,0,-0.25585514,0.00000000
0,fold0:133_class-2,133_class-2,0.40263420,0.95352280,1,1,0,0.55088860,0.00000000,0.95352280,1,0,1,0.55088860,0.00000000,0.95352280,1,0,1,0.55088860,0.00000000
0,fold0:134_class-1,134_class-1,0.41173658,0.35013643,3,0,0,-0.06160015,0.00000000,0.41173658,0,1,1,0.00000000,0.06160015,0.41173658,0,1,1,0.00000000,0.06160015
0,fold0:135_class-0,135_class-0,0.99915761,0.95081389,3,0,0,-0.04834372,0.00000000,0.99915761,0,1,1,0.00000000,0.04834372,0.99915761,0,1,1,0.00000000,0.04834372
0,fold0:136_class-3,136_class-3,0.43776771,0.81836295,3,1,0,0.38059524,0.00000000,0.81836295,3,0,1,0.38059524,0.00000000,0.43776771,0,1,1,0.00000000,-0.38059524
0,fold0:137_class-0,137_class-0,0.99985719,0.99985719,0,1,0,0.00000000,0.00000000,0.99985719,0,0,1,0.00000000,0.00000000,0.99985719,0,0,1,0.00000000,0.00000000
0,fold0:138_class-3,138_class-3,0.93806577,0.88557154,3,0,0,-0.05249423,0.00000000,0.93806577,0,1,1,0.00000000,0.05249423,0.93806577,0,1,1,0.00000000,0.05249423
0,fold0:139_class-1,139_class-1,0.62870264,0.48522824,1,0,0,-0.14347440,0.00000000,0.62870264,0,1,1,0.00000000,0.14347440,0.62870264,0,1,1,0.00000000,0.14347440
0,fold0:140_class-3,140_class-3,0.76612800,0.69920534,1,0,0,-0.06692266,0.00000000,0.76612800,0,1,1,0.00000000,0.06692266,0.76612800,0,1,1,0.00000000,0.06692266
