sample_id,seed,obj_name,baseline_miou,original_miou,support_fg_miou,original_iter,support_fg_iter,support_fg_fallback,original_non_degraded,support_fg_non_degraded,delta_support_fg_vs_original,delta_original_vs_baseline,delta_support_fg_vs_baseline
seed45:451_class-76,45,451_class-76,0.34256160,0.37247133,0.34256160,5,0,1,1,1,-0.02990973,0.02990973,0.00000000
seed45:452_class-68,45,452_class-68,0.38946012,0.38946012,0.38946012,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:453_class-60,45,453_class-60,0.63557053,0.77946842,0.63557053,1,0,1,1,1,-0.14389789,0.14389789,0.00000000
seed45:454_class-12,45,454_class-12,0.15366395,0.45599130,0.45599130,2,2,0,1,1,0.00000000,0.30232735,0.30232735
seed45:455_class-0,45,455_class-0,0.38925982,0.42899179,0.42899179,3,3,0,1,1,0.00000000,0.03973198,0.03973198
seed45:456_class-28,45,456_class-28,0.63655442,0.65592837,0.65592837,5,5,0,1,1,0.00000000,0.01937395,0.01937395
seed45:457_class-36,45,457_class-36,0.50950605,0.49884683,0.50950605,4,0,1,0,1,0.01065922,-0.01065922,0.00000000
seed45:458_class-72,45,458_class-72,0.36543831,0.42448983,0.42448983,1,1,0,1,1,0.00000000,0.05905151,0.05905151
seed45:459_class-32,45,459_class-32,0.46079925,0.47150087,0.47150087,5,5,0,1,1,0.00000000,0.01070163,0.01070163
seed45:460_class-52,45,460_class-52,0.39756042,0.39756042,0.39756042,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:461_class-64,45,461_class-64,0.43918920,0.46265337,0.46265337,4,4,0,1,1,0.00000000,0.02346417,0.02346417
seed45:462_class-36,45,462_class-36,0.41854832,0.41846049,0.41846049,3,3,0,0,0,0.00000000,-0.00008783,-0.00008783
seed45:463_class-4,45,463_class-4,0.51260704,0.71495813,0.51260704,1,0,1,1,1,-0.20235109,0.20235109,0.00000000
seed45:464_class-20,45,464_class-20,0.54368502,0.79522657,0.54368502,1,0,1,1,1,-0.25154155,0.25154155,0.00000000
seed45:465_class-20,45,465_class-20,0.73620284,0.73615021,0.73620284,4,0,1,0,1,0.00005263,-0.00005263,0.00000000
seed45:466_class-28,45,466_class-28,0.29869696,0.29873919,0.29869696,3,0,1,1,1,-0.00004223,0.00004223,0.00000000
seed45:467_class-0,45,467_class-0,0.92729783,0.92801547,0.92801547,3,3,0,1,1,0.00000000,0.00071764,0.00071764
seed45:468_class-40,45,468_class-40,0.40912673,0.44832012,0.44832012,1,1,0,1,1,0.00000000,0.03919339,0.03919339
seed45:469_class-76,45,469_class-76,0.15410002,0.86879492,0.15410002,1,0,1,1,1,-0.71469490,0.71469490,0.00000000
seed45:470_class-72,45,470_class-72,0.36663029,0.42955533,0.36663029,3,0,1,1,1,-0.06292504,0.06292504,0.00000000
seed45:471_class-52,45,471_class-52,0.92611927,0.47461087,0.47461087,1,1,0,0,0,0.00000000,-0.45150840,-0.45150840
seed45:472_class-32,45,472_class-32,0.47459358,0.53116393,0.53116393,5,5,0,1,1,0.00000000,0.05657035,0.05657035
seed45:473_class-40,45,473_class-40,0.36044112,0.45849606,0.45849606,4,4,0,1,1,0.00000000,0.09805495,0.09805495
seed45:474_class-24,45,474_class-24,0.51194185,0.46403041,0.46403041,5,5,0,0,0,0.00000000,-0.04791144,-0.04791144
seed45:475_class-64,45,475_class-64,0.46781877,0.46781877,0.46781877,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:476_class-52,45,476_class-52,0.95022178,0.95022178,0.95022178,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:477_class-16,45,477_class-16,0.46008977,0.44578993,0.44578993,3,3,0,0,0,0.00000000,-0.01429984,-0.01429984
seed45:478_class-24,45,478_class-24,0.69028682,0.47836944,0.47836944,1,1,0,0,0,0.00000000,-0.21191737,-0.21191737
seed45:479_class-56,45,479_class-56,0.42108798,0.42108798,0.42108798,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:480_class-56,45,480_class-56,0.42652354,0.42144200,0.42144200,2,2,0,0,0,0.00000000,-0.00508153,-0.00508153
seed45:481_class-36,45,481_class-36,0.63680845,0.63680845,0.63680845,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:482_class-48,45,482_class-48,0.31900430,0.27583435,0.27583435,3,3,0,0,0,0.00000000,-0.04316995,-0.04316995
seed45:483_class-64,45,483_class-64,0.60601312,0.91594279,0.91594279,5,5,0,1,1,0.00000000,0.30992967,0.30992967
seed45:484_class-0,45,484_class-0,0.60970914,0.59496033,0.59496033,3,3,0,0,0,0.00000000,-0.01474881,-0.01474881
seed45:485_class-12,45,485_class-12,0.73784828,0.73773527,0.73773527,4,4,0,0,0,0.00000000,-0.00011301,-0.00011301
seed45:486_class-76,45,486_class-76,0.43591842,0.51034862,0.51034862,3,3,0,1,1,0.00000000,0.07443020,0.07443020
seed45:487_class-16,45,487_class-16,0.39489067,0.95175624,0.95175624,3,3,0,1,1,0.00000000,0.55686557,0.55686557
seed45:488_class-52,45,488_class-52,0.43278834,0.45824265,0.43278834,4,0,1,1,1,-0.02545431,0.02545431,0.00000000
seed45:489_class-0,45,489_class-0,0.80776203,0.79817212,0.80776203,1,0,1,0,1,0.00958991,-0.00958991,0.00000000
seed45:490_class-64,45,490_class-64,0.34757337,0.42006677,0.42006677,3,3,0,1,1,0.00000000,0.07249340,0.07249340
seed45:491_class-32,45,491_class-32,0.48491970,0.85060775,0.85060775,3,3,0,1,1,0.00000000,0.36568806,0.36568806
seed45:492_class-48,45,492_class-48,0.97256333,0.97248459,0.97256333,4,0,1,0,1,0.00007874,-0.00007874,0.00000000
seed45:493_class-36,45,493_class-36,0.43548411,0.42185238,0.42185238,5,5,0,0,0,0.00000000,-0.01363173,-0.01363173
seed45:494_class-40,45,494_class-40,0.41654572,0.47542790,0.47542790,4,4,0,1,1,0.00000000,0.05888218,0.05888218
seed45:495_class-52,45,495_class-52,0.59968412,0.51403242,0.51403242,5,5,0,0,0,0.00000000,-0.08565170,-0.08565170
seed45:496_class-4,45,496_class-4,0.81508732,0.80717695,0.81508732,3,0,1,0,1,0.00791037,-0.00791037,0.00000000
seed45:497_class-72,45,497_class-72,0.42189479,0.42189479,0.42189479,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:498_class-44,45,498_class-44,0.43439275,0.43437597,0.43439275,2,0,1,0,1,0.00001678,-0.00001678,0.00000000
seed45:499_class-28,45,499_class-28,0.47972214,0.47972214,0.47972214,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:500_class-0,45,500_class-0,0.93902624,0.74131960,0.93902624,3,0,1,0,1,0.19770664,-0.19770664,0.00000000
seed45:501_class-4,45,501_class-4,0.54572576,0.89048576,0.89048576,4,4,0,1,1,0.00000000,0.34476000,0.34476000
seed45:502_class-76,45,502_class-76,0.55901372,0.85342664,0.55901372,5,0,1,1,1,-0.29441291,0.29441291,0.00000000
seed45:503_class-44,45,503_class-44,0.54218400,0.75692511,0.75692511,5,5,0,1,1,0.00000000,0.21474111,0.21474111
seed45:504_class-12,45,504_class-12,0.62221915,0.85558629,0.62221915,2,0,1,1,1,-0.23336715,0.23336715,0.00000000
seed45:505_class-20,45,505_class-20,0.82867908,0.82867908,0.82867908,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:506_class-44,45,506_class-44,0.36009824,0.47240835,0.47240835,5,5,0,1,1,0.00000000,0.11231011,0.11231011
seed45:507_class-24,45,507_class-24,0.55447519,0.56813955,0.55447519,5,0,1,1,1,-0.01366436,0.01366436,0.00000000
seed45:508_class-64,45,508_class-64,0.34266597,0.34134665,0.34134665,1,1,0,0,0,0.00000000,-0.00131932,-0.00131932
seed45:509_class-0,45,509_class-0,0.38771597,0.40840179,0.38771597,4,0,1,1,1,-0.02068582,0.02068582,0.00000000
seed45:510_class-72,45,510_class-72,0.29480857,0.29480857,0.29480857,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:511_class-64,45,511_class-64,0.32638526,0.32711571,0.32638526,2,0,1,1,1,-0.00073045,0.00073045,0.00000000
seed45:512_class-72,45,512_class-72,0.34431380,0.37788084,0.37788084,2,2,0,1,1,0.00000000,0.03356704,0.03356704
seed45:513_class-20,45,513_class-20,0.58495760,0.90379006,0.90379006,3,3,0,1,1,0.00000000,0.31883246,0.31883246
seed45:514_class-8,45,514_class-8,0.71908903,0.71238875,0.71908903,2,0,1,0,1,0.00670028,-0.00670028,0.00000000
seed45:515_class-28,45,515_class-28,0.92397791,0.94115531,0.92397791,4,0,1,1,1,-0.01717740,0.01717740,0.00000000
seed45:516_class-32,45,516_class-32,0.37057251,0.38107848,0.38107848,3,3,0,1,1,0.00000000,0.01050597,0.01050597
seed45:517_class-68,45,517_class-68,0.36674318,0.41471133,0.36674318,5,0,1,1,1,-0.04796815,0.04796815,0.00000000
seed45:518_class-64,45,518_class-64,0.28661805,0.39990833,0.39990833,1,1,0,1,1,0.00000000,0.11329028,0.11329028
seed45:519_class-64,45,519_class-64,0.56725782,0.44135079,0.56725782,3,0,1,0,1,0.12590703,-0.12590703,0.00000000
seed45:520_class-48,45,520_class-48,0.57223761,0.39812559,0.39812559,4,4,0,0,0,0.00000000,-0.17411202,-0.17411202
seed45:521_class-0,45,521_class-0,0.35738510,0.38701046,0.38701046,1,1,0,1,1,0.00000000,0.02962536,0.02962536
seed45:522_class-24,45,522_class-24,0.37576774,0.40800861,0.40800861,1,1,0,1,1,0.00000000,0.03224087,0.03224087
seed45:523_class-72,45,523_class-72,0.44017494,0.44196382,0.44196382,2,2,0,1,1,0.00000000,0.00178888,0.00178888
seed45:524_class-64,45,524_class-64,0.83683527,0.83683527,0.83683527,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:525_class-48,45,525_class-48,0.82640946,0.82640946,0.82640946,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:526_class-60,45,526_class-60,0.91518068,0.91518068,0.91518068,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:527_class-40,45,527_class-40,0.35198864,0.35198864,0.35198864,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:528_class-52,45,528_class-52,0.66859657,0.95757020,0.66859657,1,0,1,1,1,-0.28897363,0.28897363,0.00000000
seed45:529_class-64,45,529_class-64,0.54352629,0.75648409,0.75648409,4,4,0,1,1,0.00000000,0.21295780,0.21295780
seed45:530_class-72,45,530_class-72,0.40749988,0.40537372,0.40537372,4,4,0,0,0,0.00000000,-0.00212616,-0.00212616
seed45:531_class-8,45,531_class-8,0.40144306,0.41697526,0.41697526,1,1,0,1,1,0.00000000,0.01553220,0.01553220
seed45:532_class-0,45,532_class-0,0.62391555,0.93969941,0.93969941,4,4,0,1,1,0.00000000,0.31578386,0.31578386
seed45:533_class-64,45,533_class-64,0.34732756,0.34732756,0.34732756,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:534_class-28,45,534_class-28,0.30801660,0.44285387,0.44285387,2,2,0,1,1,0.00000000,0.13483727,0.13483727
seed45:535_class-48,45,535_class-48,0.68920457,0.15755537,0.15755537,4,4,0,0,0,0.00000000,-0.53164920,-0.53164920
seed45:536_class-60,45,536_class-60,0.11137966,0.11000273,0.11000273,4,4,0,0,0,0.00000000,-0.00137693,-0.00137693
seed45:537_class-68,45,537_class-68,0.40975353,0.43521264,0.43521264,1,1,0,1,1,0.00000000,0.02545911,0.02545911
seed45:538_class-8,45,538_class-8,0.95698243,0.65638000,0.65638000,1,1,0,0,0,0.00000000,-0.30060244,-0.30060244
seed45:539_class-28,45,539_class-28,0.31677687,0.31523997,0.31677687,3,0,1,0,1,0.00153691,-0.00153691,0.00000000
seed45:540_class-56,45,540_class-56,0.23104960,0.80972660,0.80972660,1,1,0,1,1,0.00000000,0.57867700,0.57867700
seed45:541_class-32,45,541_class-32,0.50874609,0.96013707,0.96013707,1,1,0,1,1,0.00000000,0.45139098,0.45139098
seed45:542_class-40,45,542_class-40,0.35604027,0.56244671,0.56244671,2,2,0,1,1,0.00000000,0.20640644,0.20640644
seed45:543_class-48,45,543_class-48,0.72411817,0.51942140,0.51942140,4,4,0,0,0,0.00000000,-0.20469677,-0.20469677
seed45:544_class-28,45,544_class-28,0.37907547,0.37555429,0.37907547,3,0,1,0,1,0.00352117,-0.00352117,0.00000000
seed45:545_class-24,45,545_class-24,0.54075181,0.53832740,0.54075181,3,0,1,0,1,0.00242442,-0.00242442,0.00000000
seed45:546_class-12,45,546_class-12,0.38515803,0.37003046,0.38515803,2,0,1,0,1,0.01512757,-0.01512757,0.00000000
seed45:547_class-32,45,547_class-32,0.47867316,0.47867316,0.47867316,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:548_class-68,45,548_class-68,0.34170005,0.34170005,0.34170005,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:549_class-36,45,549_class-36,0.51200682,0.49146301,0.49146301,3,3,0,0,0,0.00000000,-0.02054381,-0.02054381
seed45:550_class-12,45,550_class-12,0.15352601,0.96426880,0.96426880,1,1,0,1,1,0.00000000,0.81074280,0.81074280
seed45:551_class-28,45,551_class-28,0.53606176,0.46181059,0.46181059,4,4,0,0,0,0.00000000,-0.07425117,-0.07425117
seed45:552_class-28,45,552_class-28,0.33051050,0.33677214,0.33051050,4,0,1,1,1,-0.00626165,0.00626165,0.00000000
seed45:553_class-48,45,553_class-48,0.62688345,0.34043801,0.62688345,1,0,1,0,1,0.28644544,-0.28644544,0.00000000
seed45:554_class-48,45,554_class-48,0.28835061,0.28835061,0.28835061,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:555_class-48,45,555_class-48,0.46166611,0.45002136,0.46166611,3,0,1,0,1,0.01164475,-0.01164475,0.00000000
seed45:556_class-24,45,556_class-24,0.45594692,0.38605568,0.45594692,4,0,1,0,1,0.06989124,-0.06989124,0.00000000
seed45:557_class-32,45,557_class-32,0.47534209,0.45514932,0.45514932,3,3,0,0,0,0.00000000,-0.02019277,-0.02019277
seed45:558_class-56,45,558_class-56,0.51888406,0.52654982,0.51888406,1,0,1,1,1,-0.00766575,0.00766575,0.00000000
seed45:559_class-72,45,559_class-72,0.37369654,0.37369654,0.37369654,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:560_class-72,45,560_class-72,0.35847333,0.31441280,0.35847333,4,0,1,0,1,0.04406053,-0.04406053,0.00000000
seed45:561_class-72,45,561_class-72,0.33885899,0.38785386,0.38785386,2,2,0,1,1,0.00000000,0.04899487,0.04899487
seed45:562_class-24,45,562_class-24,0.44742623,0.44742623,0.44742623,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:563_class-44,45,563_class-44,0.44541675,0.44676957,0.44541675,4,0,1,1,1,-0.00135282,0.00135282,0.00000000
seed45:564_class-0,45,564_class-0,0.13236174,0.65989965,0.65989965,1,1,0,1,1,0.00000000,0.52753791,0.52753791
seed45:565_class-36,45,565_class-36,0.78437829,0.93246174,0.93246174,1,1,0,1,1,0.00000000,0.14808345,0.14808345
seed45:566_class-0,45,566_class-0,0.23983133,0.41795552,0.41795552,4,4,0,1,1,0.00000000,0.17812419,0.17812419
seed45:567_class-68,45,567_class-68,0.45936710,0.47222379,0.47222379,3,3,0,1,1,0.00000000,0.01285669,0.01285669
seed45:568_class-52,45,568_class-52,0.94368184,0.94480026,0.94368184,3,0,1,1,1,-0.00111842,0.00111842,0.00000000
seed45:569_class-36,45,569_class-36,0.39908776,0.43066534,0.39908776,4,0,1,1,1,-0.03157759,0.03157759,0.00000000
seed45:570_class-20,45,570_class-20,0.42157704,0.42157704,0.42157704,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:571_class-44,45,571_class-44,0.78779829,0.94930673,0.94930673,4,4,0,1,1,0.00000000,0.16150844,0.16150844
seed45:572_class-4,45,572_class-4,0.91726780,0.91726780,0.91726780,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:573_class-32,45,573_class-32,0.45428288,0.45237660,0.45428288,1,0,1,0,1,0.00190628,-0.00190628,0.00000000
seed45:574_class-24,45,574_class-24,0.40062201,0.39561313,0.39561313,4,4,0,0,0,0.00000000,-0.00500888,-0.00500888
seed45:575_class-32,45,575_class-32,0.40438983,0.40489671,0.40489671,1,1,0,1,1,0.00000000,0.00050688,0.00050688
seed45:576_class-76,45,576_class-76,0.52428573,0.38164863,0.38164863,5,5,0,0,0,0.00000000,-0.14263710,-0.14263710
seed45:577_class-60,45,577_class-60,0.47071013,0.46723101,0.46723101,4,4,0,0,0,0.00000000,-0.00347912,-0.00347912
seed45:578_class-64,45,578_class-64,0.40849310,0.40849310,0.40849310,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:579_class-64,45,579_class-64,0.47884038,0.46363723,0.46363723,5,5,0,0,0,0.00000000,-0.01520315,-0.01520315
seed45:580_class-32,45,580_class-32,0.30449039,0.87602800,0.87602800,5,5,0,1,1,0.00000000,0.57153761,0.57153761
seed45:581_class-8,45,581_class-8,0.84678912,0.20976780,0.84678912,3,0,1,0,1,0.63702132,-0.63702132,0.00000000
seed45:582_class-8,45,582_class-8,0.74896830,0.70098042,0.70098042,5,5,0,0,0,0.00000000,-0.04798788,-0.04798788
seed45:583_class-28,45,583_class-28,0.64733434,0.64782810,0.64782810,3,3,0,1,1,0.00000000,0.00049376,0.00049376
seed45:584_class-20,45,584_class-20,0.48754621,0.42616606,0.42616606,3,3,0,0,0,0.00000000,-0.06138015,-0.06138015
seed45:585_class-48,45,585_class-48,0.50904882,0.52191097,0.52191097,5,5,0,1,1,0.00000000,0.01286215,0.01286215
seed45:586_class-12,45,586_class-12,0.55030942,0.44659343,0.44659343,5,5,0,0,0,0.00000000,-0.10371599,-0.10371599
seed45:587_class-76,45,587_class-76,0.53920740,0.51128900,0.51128900,1,1,0,0,0,0.00000000,-0.02791840,-0.02791840
seed45:588_class-24,45,588_class-24,0.37736282,0.45523694,0.45523694,2,2,0,1,1,0.00000000,0.07787412,0.07787412
seed45:589_class-60,45,589_class-60,0.90704763,0.90728408,0.90704763,3,0,1,1,1,-0.00023645,0.00023645,0.00000000
seed45:590_class-72,45,590_class-72,0.82897389,0.67791867,0.67791867,4,4,0,0,0,0.00000000,-0.15105522,-0.15105522
seed45:591_class-56,45,591_class-56,0.39505625,0.63758945,0.63758945,3,3,0,1,1,0.00000000,0.24253321,0.24253321
seed45:592_class-32,45,592_class-32,0.56534779,0.56534779,0.56534779,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:593_class-12,45,593_class-12,0.40852937,0.47653398,0.47653398,2,2,0,1,1,0.00000000,0.06800461,0.06800461
seed45:594_class-24,45,594_class-24,0.36902961,0.45605126,0.45605126,4,4,0,1,1,0.00000000,0.08702165,0.08702165
seed45:595_class-68,45,595_class-68,0.43596733,0.41378519,0.43596733,3,0,1,0,1,0.02218214,-0.02218214,0.00000000
seed45:596_class-24,45,596_class-24,0.43427348,0.44746649,0.44746649,3,3,0,1,1,0.00000000,0.01319301,0.01319301
seed45:597_class-28,45,597_class-28,0.80847347,0.68554348,0.68554348,2,2,0,0,0,0.00000000,-0.12292999,-0.12292999
seed45:598_class-4,45,598_class-4,0.70736051,0.70690584,0.70736051,3,0,1,0,1,0.00045466,-0.00045466,0.00000000
seed45:599_class-20,45,599_class-20,0.29306582,0.31610799,0.31610799,5,5,0,1,1,0.00000000,0.02304217,0.02304217
seed45:600_class-40,45,600_class-40,0.45831159,0.46932814,0.45831159,5,0,1,1,1,-0.01101655,0.01101655,0.00000000
seed45:601_class-72,45,601_class-72,0.41149691,0.43362689,0.43362689,4,4,0,1,1,0.00000000,0.02212998,0.02212998
seed45:602_class-76,45,602_class-76,0.29658929,0.29621491,0.29658929,1,0,1,0,1,0.00037438,-0.00037438,0.00000000
seed45:603_class-60,45,603_class-60,0.47119030,0.43885532,0.43885532,4,4,0,0,0,0.00000000,-0.03233498,-0.03233498
seed45:604_class-52,45,604_class-52,0.43833947,0.42265692,0.42265692,5,5,0,0,0,0.00000000,-0.01568255,-0.01568255
seed45:605_class-0,45,605_class-0,0.39443731,0.39443731,0.39443731,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:606_class-36,45,606_class-36,0.50811875,0.50811875,0.50811875,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:607_class-32,45,607_class-32,0.48493800,0.95734072,0.95734072,4,4,0,1,1,0.00000000,0.47240272,0.47240272
seed45:608_class-8,45,608_class-8,0.50992137,0.50992137,0.50992137,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:609_class-24,45,609_class-24,0.50922167,0.53714812,0.53714812,5,5,0,1,1,0.00000000,0.02792645,0.02792645
seed45:610_class-36,45,610_class-36,0.77493709,0.77493709,0.77493709,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:611_class-16,45,611_class-16,0.73930222,0.73930222,0.73930222,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:612_class-4,45,612_class-4,0.58865535,0.51260138,0.51260138,3,3,0,0,0,0.00000000,-0.07605398,-0.07605398
seed45:613_class-56,45,613_class-56,0.40178478,0.43536171,0.40178478,4,0,1,1,1,-0.03357694,0.03357694,0.00000000
seed45:614_class-32,45,614_class-32,0.49309614,0.96538717,0.96538717,1,1,0,1,1,0.00000000,0.47229102,0.47229102
seed45:615_class-0,45,615_class-0,0.18969801,0.37867281,0.18969801,5,0,1,1,1,-0.18897480,0.18897480,0.00000000
seed45:616_class-12,45,616_class-12,0.75403714,0.93951964,0.93951964,1,1,0,1,1,0.00000000,0.18548250,0.18548250
seed45:617_class-20,45,617_class-20,0.93312913,0.93308884,0.93308884,3,3,0,0,0,0.00000000,-0.00004029,-0.00004029
seed45:618_class-64,45,618_class-64,0.44592839,0.44148248,0.44592839,1,0,1,0,1,0.00444591,-0.00444591,0.00000000
seed45:619_class-56,45,619_class-56,0.59494007,0.90954065,0.90954065,3,3,0,1,1,0.00000000,0.31460059,0.31460059
seed45:620_class-64,45,620_class-64,0.45429406,0.42933729,0.45429406,5,0,1,0,1,0.02495676,-0.02495676,0.00000000
seed45:621_class-60,45,621_class-60,0.24351232,0.24351232,0.24351232,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:622_class-60,45,622_class-60,0.74227858,0.74482310,0.74227858,2,0,1,1,1,-0.00254452,0.00254452,0.00000000
seed45:623_class-52,45,623_class-52,0.78711593,0.95092356,0.78711593,5,0,1,1,1,-0.16380763,0.16380763,0.00000000
seed45:624_class-56,45,624_class-56,0.40759161,0.41143718,0.40759161,2,0,1,1,1,-0.00384557,0.00384557,0.00000000
seed45:625_class-8,45,625_class-8,0.48747250,0.43152162,0.43152162,4,4,0,0,0,0.00000000,-0.05595088,-0.05595088
seed45:626_class-12,45,626_class-12,0.49333972,0.96815133,0.96815133,1,1,0,1,1,0.00000000,0.47481161,0.47481161
seed45:627_class-8,45,627_class-8,0.35780063,0.41605297,0.35780063,5,0,1,1,1,-0.05825233,0.05825233,0.00000000
seed45:628_class-48,45,628_class-48,0.62948143,0.62948143,0.62948143,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:629_class-28,45,629_class-28,0.31373614,0.34766364,0.34766364,4,4,0,1,1,0.00000000,0.03392750,0.03392750
seed45:630_class-36,45,630_class-36,0.57091856,0.95399845,0.95399845,5,5,0,1,1,0.00000000,0.38307989,0.38307989
seed45:631_class-28,45,631_class-28,0.45312467,0.50024807,0.45312467,2,0,1,1,1,-0.04712340,0.04712340,0.00000000
seed45:632_class-36,45,632_class-36,0.45638853,0.49504051,0.49504051,3,3,0,1,1,0.00000000,0.03865197,0.03865197
seed45:633_class-76,45,633_class-76,0.35499620,0.35444650,0.35499620,4,0,1,0,1,0.00054970,-0.00054970,0.00000000
seed45:634_class-36,45,634_class-36,0.51306254,0.60285491,0.60285491,1,1,0,1,1,0.00000000,0.08979237,0.08979237
seed45:635_class-60,45,635_class-60,0.16079772,0.08783558,0.16079772,1,0,1,0,1,0.07296214,-0.07296214,0.00000000
seed45:636_class-4,45,636_class-4,0.88713503,0.88746667,0.88746667,5,5,0,1,1,0.00000000,0.00033164,0.00033164
seed45:637_class-76,45,637_class-76,0.38718677,0.38719422,0.38719422,4,4,0,1,1,0.00000000,0.00000745,0.00000745
seed45:638_class-60,45,638_class-60,0.41778037,0.29197350,0.29197350,1,1,0,0,0,0.00000000,-0.12580687,-0.12580687
seed45:639_class-32,45,639_class-32,0.43559653,0.49034563,0.49034563,1,1,0,1,1,0.00000000,0.05474910,0.05474910
seed45:640_class-36,45,640_class-36,0.41030911,0.48631263,0.41030911,5,0,1,1,1,-0.07600352,0.07600352,0.00000000
seed45:641_class-60,45,641_class-60,0.30731317,0.38990176,0.30731317,3,0,1,1,1,-0.08258858,0.08258858,0.00000000
seed45:642_class-8,45,642_class-8,0.41961408,0.41987601,0.41987601,1,1,0,1,1,0.00000000,0.00026193,0.00026193
seed45:643_class-12,45,643_class-12,0.36791745,0.41464236,0.41464236,2,2,0,1,1,0.00000000,0.04672492,0.04672492
seed45:644_class-24,45,644_class-24,0.37742245,0.46011353,0.46011353,5,5,0,1,1,0.00000000,0.08269107,0.08269107
seed45:645_class-72,45,645_class-72,0.57981116,0.57964057,0.57964057,3,3,0,0,0,0.00000000,-0.00017059,-0.00017059
seed45:646_class-8,45,646_class-8,0.40268669,0.40268669,0.40268669,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:647_class-56,45,647_class-56,0.43645370,0.43666613,0.43666613,3,3,0,1,1,0.00000000,0.00021243,0.00021243
seed45:648_class-76,45,648_class-76,0.47010145,0.36208466,0.36208466,1,1,0,0,0,0.00000000,-0.10801679,-0.10801679
seed45:649_class-28,45,649_class-28,0.89442521,0.83604264,0.83604264,2,2,0,0,0,0.00000000,-0.05838257,-0.05838257
seed45:650_class-8,45,650_class-8,0.69363880,0.80940431,0.69363880,4,0,1,1,1,-0.11576551,0.11576551,0.00000000
seed45:651_class-0,45,651_class-0,0.93628860,0.93628860,0.93628860,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:652_class-52,45,652_class-52,0.54743052,0.54743052,0.54743052,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:653_class-76,45,653_class-76,0.36567152,0.37359795,0.37359795,5,5,0,1,1,0.00000000,0.00792643,0.00792643
seed45:654_class-20,45,654_class-20,0.59878975,0.59878975,0.59878975,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:655_class-40,45,655_class-40,0.41414857,0.41403675,0.41414857,4,0,1,0,1,0.00011182,-0.00011182,0.00000000
seed45:656_class-20,45,656_class-20,0.70020694,0.70025831,0.70025831,3,3,0,1,1,0.00000000,0.00005138,0.00005138
seed45:657_class-56,45,657_class-56,0.47295249,0.47417489,0.47417489,3,3,0,1,1,0.00000000,0.00122240,0.00122240
seed45:658_class-60,45,658_class-60,0.16728857,0.15161443,0.15161443,2,2,0,0,0,0.00000000,-0.01567414,-0.01567414
seed45:659_class-16,45,659_class-16,0.24850529,0.26659253,0.26659253,4,4,0,1,1,0.00000000,0.01808724,0.01808724
seed45:660_class-68,45,660_class-68,0.91642034,0.91642034,0.91642034,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed45:661_class-68,45,661_class-68,0.20188618,0.45075542,0.45075542,3,3,0,1,1,0.00000000,0.24886924,0.24886924
seed45:662_class-60,45,662_class-60,0.70353162,0.72023118,0.70353162,2,0,1,1,1,-0.01669955,0.01669955,0.00000000
seed45:663_class-8,45,663_class-8,0.41534862,0.41531879,0.41531879,3,3,0,0,0,0.00000000,-0.00002983,-0.00002983
seed45:664_class-4,45,664_class-4,0.84578860,0.84545869,0.84545869,2,2,0,0,0,0.00000000,-0.00032991,-0.00032991
