fold,sample_id,obj_name,baseline_miou,original_miou,support_fg_miou,original_iter,support_fg_iter,support_fg_fallback,original_non_degraded,support_fg_non_degraded,delta_support_fg_vs_original,delta_original_vs_baseline,delta_support_fg_vs_baseline
0,fold0:0_class-0,0_class-0,0.93480682,0.93480682,0.93480682,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:1_class-72,1_class-72,0.45375180,0.40315998,0.45375180,1,0,1,0,1,0.05059183,-0.05059183,0.00000000
0,fold0:2_class-68,2_class-68,0.17848571,0.16467592,0.17848571,1,0,1,0,1,0.01380979,-0.01380979,0.00000000
0,fold0:3_class-76,3_class-76,0.15649286,0.17058115,0.17058115,2,2,0,1,1,0.00000000,0.01408829,0.01408829
0,fold0:4_class-36,4_class-36,0.48514670,0.48888099,0.48888099,1,1,0,1,1,0.00000000,0.00373429,0.00373429
0,fold0:5_class-56,5_class-56,0.43561703,0.42641732,0.43561703,1,0,1,0,1,0.00919971,-0.00919971,0.00000000
0,fold0:6_class-48,6_class-48,0.43419665,0.43427786,0.43419665,2,0,1,1,1,-0.00008121,0.00008121,0.00000000
0,fold0:7_class-36,7_class-36,0.47439662,0.47613519,0.47439662,2,0,1,1,1,-0.00173858,0.00173858,0.00000000
0,fold0:8_class-40,8_class-40,0.95710289,0.96712971,0.96712971,5,5,0,1,1,0.00000000,0.01002681,0.01002681
0,fold0:9_class-4,9_class-4,0.94207859,0.93924570,0.93924570,4,4,0,0,0,0.00000000,-0.00283289,-0.00283289
0,fold0:10_class-0,10_class-0,0.27115166,0.27115726,0.27115166,2,0,1,1,1,-0.00000560,0.00000560,0.00000000
0,fold0:11_class-68,11_class-68,0.53437197,0.46728468,0.46728468,3,3,0,0,0,0.00000000,-0.06708729,-0.06708729
0,fold0:12_class-40,12_class-40,0.47491840,0.46477392,0.46477392,4,4,0,0,0,0.00000000,-0.01014447,-0.01014447
0,fold0:13_class-36,13_class-36,0.76245356,0.60556650,0.60556650,1,1,0,0,0,0.00000000,-0.15688705,-0.15688705
0,fold0:14_class-28,14_class-28,0.47834170,0.54363054,0.47834170,2,0,1,1,1,-0.06528884,0.06528884,0.00000000
0,fold0:15_class-72,15_class-72,0.44298685,0.44312659,0.44298685,3,0,1,1,1,-0.00013974,0.00013974,0.00000000
0,fold0:16_class-52,16_class-52,0.31484684,0.31843439,0.31484684,4,0,1,1,1,-0.00358754,0.00358754,0.00000000
0,fold0:17_class-32,17_class-32,0.38735059,0.35836646,0.38735059,2,0,1,0,1,0.02898413,-0.02898413,0.00000000
0,fold0:18_class-72,18_class-72,0.16444656,0.16780050,0.16780050,4,4,0,1,1,0.00000000,0.00335394,0.00335394
0,fold0:19_class-12,19_class-12,0.63852167,0.87756121,0.87756121,3,3,0,1,1,0.00000000,0.23903954,0.23903954
0,fold0:20_class-48,20_class-48,0.61006635,0.25384998,0.25384998,4,4,0,0,0,0.00000000,-0.35621637,-0.35621637
0,fold0:21_class-60,21_class-60,0.78004891,0.77957475,0.77957475,3,3,0,0,0,0.00000000,-0.00047415,-0.00047415
0,fold0:22_class-4,22_class-4,0.90797412,0.90794718,0.90797412,1,0,1,0,1,0.00002694,-0.00002694,0.00000000
0,fold0:23_class-60,23_class-60,0.29291221,0.28499913,0.29291221,5,0,1,0,1,0.00791308,-0.00791308,0.00000000
0,fold0:24_class-32,24_class-32,0.45880368,0.45949468,0.45949468,3,3,0,1,1,0.00000000,0.00069100,0.00069100
0,fold0:25_class-60,25_class-60,0.36925873,0.36928403,0.36928403,5,5,0,1,1,0.00000000,0.00002530,0.00002530
0,fold0:26_class-52,26_class-52,0.68827474,0.68827474,0.68827474,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:27_class-24,27_class-24,0.37575841,0.46033341,0.46033341,3,3,0,1,1,0.00000000,0.08457500,0.08457500
0,fold0:28_class-64,28_class-64,0.38915244,0.43345556,0.38915244,1,0,1,1,1,-0.04430312,0.04430312,0.00000000
0,fold0:29_class-40,29_class-40,0.36563119,0.43080193,0.43080193,4,4,0,1,1,0.00000000,0.06517074,0.06517074
0,fold0:30_class-40,30_class-40,0.49232772,0.46792126,0.46792126,1,1,0,0,0,0.00000000,-0.02440646,-0.02440646
0,fold0:31_class-24,31_class-24,0.75265837,0.76638758,0.75265837,2,0,1,1,1,-0.01372921,0.01372921,0.00000000
0,fold0:32_class-28,32_class-28,0.52689785,0.45864806,0.52689785,1,0,1,0,1,0.06824979,-0.06824979,0.00000000
0,fold0:33_class-16,33_class-16,0.34749779,0.34779593,0.34749779,1,0,1,1,1,-0.00029814,0.00029814,0.00000000
0,fold0:34_class-52,34_class-52,0.69891775,0.69891775,0.69891775,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:35_class-76,35_class-76,0.52063513,0.51856351,0.51856351,4,4,0,0,0,0.00000000,-0.00207162,-0.00207162
0,fold0:36_class-76,36_class-76,0.52673477,0.45847055,0.52673477,3,0,1,0,1,0.06826422,-0.06826422,0.00000000
0,fold0:37_class-36,37_class-36,0.54291785,0.75718921,0.75718921,1,1,0,1,1,0.00000000,0.21427137,0.21427137
0,fold0:38_class-60,38_class-60,0.26954579,0.26954579,0.26954579,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:39_class-48,39_class-48,0.58916360,0.58899975,0.58916360,4,0,1,0,1,0.00016385,-0.00016385,0.00000000
0,fold0:40_class-64,40_class-64,0.31150585,0.47954899,0.47954899,5,5,0,1,1,0.00000000,0.16804314,0.16804314
0,fold0:41_class-12,41_class-12,0.48421425,0.28637299,0.28637299,4,4,0,0,0,0.00000000,-0.19784126,-0.19784126
0,fold0:42_class-36,42_class-36,0.20405471,0.20276394,0.20276394,5,5,0,0,0,0.00000000,-0.00129077,-0.00129077
0,fold0:43_class-44,43_class-44,0.67029506,0.45711714,0.45711714,4,4,0,0,0,0.00000000,-0.21317792,-0.21317792
0,fold0:44_class-32,44_class-32,0.44128627,0.96553308,0.96553308,1,1,0,1,1,0.00000000,0.52424681,0.52424681
0,fold0:45_class-56,45_class-56,0.44373220,0.44373965,0.44373220,2,0,1,1,1,-0.00000745,0.00000745,0.00000000
0,fold0:46_class-4,46_class-4,0.00064515,0.00075681,0.00064515,1,0,1,1,1,-0.00011166,0.00011166,0.00000000
0,fold0:47_class-24,47_class-24,0.52892905,0.76226997,0.52892905,2,0,1,1,1,-0.23334092,0.23334092,0.00000000
0,fold0:48_class-64,48_class-64,0.52631426,0.55815190,0.52631426,3,0,1,1,1,-0.03183764,0.03183764,0.00000000
0,fold0:49_class-36,49_class-36,0.39165515,0.42927447,0.42927447,4,4,0,1,1,0.00000000,0.03761932,0.03761932
0,fold0:50_class-60,50_class-60,0.30103102,0.19313224,0.30103102,4,0,1,0,1,0.10789879,-0.10789879,0.00000000
0,fold0:51_class-16,51_class-16,0.46796304,0.43553317,0.43553317,4,4,0,0,0,0.00000000,-0.03242987,-0.03242987
0,fold0:52_class-76,52_class-76,0.60862070,0.60865062,0.60862070,2,0,1,1,1,-0.00002992,0.00002992,0.00000000
0,fold0:53_class-0,53_class-0,0.32636476,0.47847894,0.47847894,2,2,0,1,1,0.00000000,0.15211418,0.15211418
0,fold0:54_class-52,54_class-52,0.90382075,0.49993348,0.49993348,2,2,0,0,0,0.00000000,-0.40388727,-0.40388727
0,fold0:55_class-28,55_class-28,0.72450888,0.70069993,0.70069993,3,3,0,0,0,0.00000000,-0.02380896,-0.02380896
0,fold0:56_class-76,56_class-76,0.52254426,0.62173134,0.52254426,4,0,1,1,1,-0.09918708,0.09918708,0.00000000
0,fold0:57_class-60,57_class-60,0.41344979,0.64560443,0.64560443,1,1,0,1,1,0.00000000,0.23215464,0.23215464
0,fold0:58_class-20,58_class-20,0.89677823,0.90519929,0.90519929,5,5,0,1,1,0.00000000,0.00842106,0.00842106
0,fold0:59_class-76,59_class-76,0.70119560,0.50289226,0.50289226,5,5,0,0,0,0.00000000,-0.19830334,-0.19830334
0,fold0:60_class-56,60_class-56,0.38052502,0.43875316,0.38052502,5,0,1,1,1,-0.05822814,0.05822814,0.00000000
0,fold0:61_class-60,61_class-60,0.42167762,0.42167762,0.42167762,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:62_class-32,62_class-32,0.92214179,0.82836747,0.82836747,3,3,0,0,0,0.00000000,-0.09377432,-0.09377432
0,fold0:63_class-36,63_class-36,0.46746877,0.48839912,0.48839912,5,5,0,1,1,0.00000000,0.02093035,0.02093035
0,fold0:64_class-52,64_class-52,0.96696013,0.96694779,0.96694779,3,3,0,0,0,0.00000000,-0.00001234,-0.00001234
0,fold0:65_class-12,65_class-12,0.00277283,0.00286401,0.00286401,4,4,0,1,1,0.00000000,0.00009118,0.00009118
0,fold0:66_class-24,66_class-24,0.44907090,0.43643320,0.44907090,3,0,1,0,1,0.01263770,-0.01263770,0.00000000
0,fold0:67_class-56,67_class-56,0.41427529,0.40786138,0.41427529,5,0,1,0,1,0.00641391,-0.00641391,0.00000000
0,fold0:68_class-0,68_class-0,0.30893248,0.31832927,0.30893248,3,0,1,1,1,-0.00939679,0.00939679,0.00000000
0,fold0:69_class-36,69_class-36,0.46858820,0.83287919,0.83287919,4,4,0,1,1,0.00000000,0.36429098,0.36429098
0,fold0:70_class-0,70_class-0,0.21511844,0.23971765,0.23971765,1,1,0,1,1,0.00000000,0.02459921,0.02459921
0,fold0:71_class-32,71_class-32,0.45117104,0.46482527,0.45117104,1,0,1,1,1,-0.01365423,0.01365423,0.00000000
0,fold0:72_class-72,72_class-72,0.28196481,0.34704924,0.34704924,5,5,0,1,1,0.00000000,0.06508443,0.06508443
0,fold0:73_class-32,73_class-32,0.40262246,0.95374548,0.95374548,5,5,0,1,1,0.00000000,0.55112302,0.55112302
0,fold0:74_class-20,74_class-20,0.89631844,0.89629072,0.89631844,3,0,1,0,1,0.00002772,-0.00002772,0.00000000
0,fold0:75_class-24,75_class-24,0.61917865,0.46394286,0.61917865,2,0,1,0,1,0.15523580,-0.15523580,0.00000000
0,fold0:76_class-0,76_class-0,0.18982638,0.19024196,0.19024196,3,3,0,1,1,0.00000000,0.00041558,0.00041558
0,fold0:77_class-0,77_class-0,0.88666672,0.32395464,0.32395464,5,5,0,0,0,0.00000000,-0.56271207,-0.56271207
0,fold0:78_class-44,78_class-44,0.43119738,0.45059469,0.45059469,3,3,0,1,1,0.00000000,0.01939732,0.01939732
0,fold0:79_class-36,79_class-36,0.46646631,0.46632811,0.46632811,2,2,0,0,0,0.00000000,-0.00013819,-0.00013819
0,fold0:80_class-56,80_class-56,0.36157405,0.42751861,0.42751861,5,5,0,1,1,0.00000000,0.06594455,0.06594455
0,fold0:81_class-52,81_class-52,0.13085282,0.10697208,0.10697208,1,1,0,0,0,0.00000000,-0.02388074,-0.02388074
0,fold0:82_class-32,82_class-32,0.34790930,0.44878578,0.44878578,2,2,0,1,1,0.00000000,0.10087648,0.10087648
0,fold0:83_class-28,83_class-28,0.41433492,0.43920782,0.41433492,3,0,1,1,1,-0.02487290,0.02487290,0.00000000
0,fold0:84_class-44,84_class-44,0.49737796,0.39970893,0.49737796,4,0,1,0,1,0.09766904,-0.09766904,0.00000000
0,fold0:85_class-60,85_class-60,0.40700147,0.40387020,0.40700147,2,0,1,0,1,0.00313127,-0.00313127,0.00000000
0,fold0:86_class-72,86_class-72,0.94878554,0.70841813,0.94878554,3,0,1,0,1,0.24036741,-0.24036741,0.00000000
0,fold0:87_class-56,87_class-56,0.45395118,0.57180643,0.45395118,2,0,1,1,1,-0.11785525,0.11785525,0.00000000
0,fold0:88_class-44,88_class-44,0.30964616,0.37603232,0.37603232,3,3,0,1,1,0.00000000,0.06638616,0.06638616
0,fold0:89_class-4,89_class-4,0.91148627,0.86248648,0.91148627,4,0,1,0,1,0.04899979,-0.04899979,0.00000000
0,fold0:90_class-20,90_class-20,0.88100600,0.92774552,0.88100600,2,0,1,1,1,-0.04673952,0.04673952,0.00000000
0,fold0:91_class-76,91_class-76,0.59192097,0.83719611,0.83719611,3,3,0,1,1,0.00000000,0.24527514,0.24527514
0,fold0:92_class-28,92_class-28,0.31252849,0.33141911,0.33141911,5,5,0,1,1,0.00000000,0.01889062,0.01889062
0,fold0:93_class-64,93_class-64,0.44377476,0.70873630,0.70873630,1,1,0,1,1,0.00000000,0.26496154,0.26496154
0,fold0:94_class-32,94_class-32,0.36138749,0.46087086,0.46087086,4,4,0,1,1,0.00000000,0.09948337,0.09948337
0,fold0:95_class-32,95_class-32,0.32701322,0.47943157,0.47943157,1,1,0,1,1,0.00000000,0.15241835,0.15241835
0,fold0:96_class-48,96_class-48,0.36623448,0.41614243,0.41614243,2,2,0,1,1,0.00000000,0.04990795,0.04990795
0,fold0:97_class-28,97_class-28,0.32268649,0.32268649,0.32268649,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:98_class-24,98_class-24,0.47886136,0.47886136,0.47886136,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:99_class-48,99_class-48,0.63576478,0.46892592,0.46892592,5,5,0,0,0,0.00000000,-0.16683885,-0.16683885
0,fold0:100_class-44,100_class-44,0.40519485,0.43524805,0.40519485,4,0,1,1,1,-0.03005320,0.03005320,0.00000000
0,fold0:101_class-64,101_class-64,0.58784384,0.97093236,0.97093236,2,2,0,1,1,0.00000000,0.38308853,0.38308853
0,fold0:102_class-40,102_class-40,0.44464257,0.44043022,0.44043022,3,3,0,0,0,0.00000000,-0.00421235,-0.00421235
0,fold0:103_class-48,103_class-48,0.62945610,0.62945610,0.62945610,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:104_class-4,104_class-4,0.93037468,0.93625617,0.93625617,1,1,0,1,1,0.00000000,0.00588149,0.00588149
0,fold0:105_class-4,105_class-4,0.49449691,0.49449691,0.49449691,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:106_class-20,106_class-20,0.46678481,0.70291919,0.46678481,4,0,1,1,1,-0.23613438,0.23613438,0.00000000
0,fold0:107_class-12,107_class-12,0.36921981,0.45822689,0.45822689,3,3,0,1,1,0.00000000,0.08900708,0.08900708
0,fold0:108_class-28,108_class-28,0.42858633,0.45968866,0.45968866,1,1,0,1,1,0.00000000,0.03110233,0.03110233
0,fold0:109_class-52,109_class-52,0.61548030,0.61563241,0.61548030,5,0,1,1,1,-0.00015211,0.00015211,0.00000000
0,fold0:110_class-60,110_class-60,0.58772969,0.59128606,0.59128606,1,1,0,1,1,0.00000000,0.00355637,0.00355637
0,fold0:111_class-56,111_class-56,0.36717144,0.36717144,0.36717144,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:112_class-4,112_class-4,0.12020240,0.12020630,0.12020240,2,0,1,1,1,-0.00000390,0.00000390,0.00000000
0,fold0:113_class-28,113_class-28,0.61124134,0.64555591,0.61124134,5,0,1,1,1,-0.03431457,0.03431457,0.00000000
0,fold0:114_class-52,114_class-52,0.50890553,0.79194415,0.79194415,4,4,0,1,1,0.00000000,0.28303862,0.28303862
0,fold0:115_class-4,115_class-4,0.74426121,0.74426121,0.74426121,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:116_class-20,116_class-20,0.80510110,0.80598760,0.80598760,5,5,0,1,1,0.00000000,0.00088650,0.00088650
0,fold0:117_class-0,117_class-0,0.33407322,0.33393446,0.33393446,3,3,0,0,0,0.00000000,-0.00013876,-0.00013876
0,fold0:118_class-24,118_class-24,0.20681967,0.38159868,0.38159868,1,1,0,1,1,0.00000000,0.17477901,0.17477901
0,fold0:119_class-48,119_class-48,0.35236558,0.35236558,0.35236558,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:120_class-8,120_class-8,0.31216845,0.30634972,0.30634972,2,2,0,0,0,0.00000000,-0.00581872,-0.00581872
0,fold0:121_class-44,121_class-44,0.79180038,0.79180038,0.79180038,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:122_class-60,122_class-60,0.50563550,0.58103347,0.58103347,2,2,0,1,1,0.00000000,0.07539797,0.07539797
0,fold0:123_class-72,123_class-72,0.36232361,0.36232361,0.36232361,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:124_class-8,124_class-8,0.41794080,0.95226860,0.95226860,2,2,0,1,1,0.00000000,0.53432781,0.53432781
0,fold0:125_class-36,125_class-36,0.49419558,0.49419558,0.49419558,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:126_class-44,126_class-44,0.45681340,0.36738047,0.45681340,2,0,1,0,1,0.08943292,-0.08943292,0.00000000
0,fold0:127_class-40,127_class-40,0.44751307,0.45480278,0.45480278,4,4,0,1,1,0.00000000,0.00728971,0.00728971
0,fold0:128_class-32,128_class-32,0.94133979,0.94133979,0.94133979,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:129_class-0,129_class-0,0.23534200,0.31854355,0.31854355,5,5,0,1,1,0.00000000,0.08320156,0.08320156
0,fold0:130_class-68,130_class-68,0.44905412,0.44916594,0.44905412,4,0,1,1,1,-0.00011182,0.00011182,0.00000000
0,fold0:131_class-24,131_class-24,0.43262571,0.93377131,0.93377131,2,2,0,1,1,0.00000000,0.50114560,0.50114560
0,fold0:132_class-44,132_class-44,0.61747289,0.61759388,0.61759388,1,1,0,1,1,0.00000000,0.00012100,0.00012100
0,fold0:133_class-20,133_class-20,0.12537524,0.02946860,0.12537524,1,0,1,0,1,0.09590664,-0.09590664,0.00000000
0,fold0:134_class-64,134_class-64,0.83822268,0.83822268,0.83822268,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:135_class-60,135_class-60,0.45831549,0.44615066,0.44615066,1,1,0,0,0,0.00000000,-0.01216483,-0.01216483
0,fold0:136_class-68,136_class-68,0.43607542,0.64067918,0.64067918,2,2,0,1,1,0.00000000,0.20460376,0.20460376
0,fold0:137_class-56,137_class-56,0.45733270,0.42487067,0.42487067,1,1,0,0,0,0.00000000,-0.03246203,-0.03246203
0,fold0:138_class-56,138_class-56,0.45755878,0.46063155,0.46063155,3,3,0,1,1,0.00000000,0.00307277,0.00307277
0,fold0:139_class-36,139_class-36,0.56975287,0.85057831,0.85057831,3,3,0,1,1,0.00000000,0.28082544,0.28082544
0,fold0:140_class-4,140_class-4,0.84245884,0.84236765,0.84245884,4,0,1,0,1,0.00009120,-0.00009120,0.00000000
0,fold0:141_class-60,141_class-60,0.30135232,0.30135232,0.30135232,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:142_class-76,142_class-76,0.40931275,0.42091829,0.42091829,2,2,0,1,1,0.00000000,0.01160553,0.01160553
0,fold0:143_class-16,143_class-16,0.32997575,0.33085680,0.32997575,3,0,1,1,1,-0.00088105,0.00088105,0.00000000
0,fold0:144_class-60,144_class-60,0.41745582,0.41745582,0.41745582,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:145_class-24,145_class-24,0.44101217,0.44098020,0.44098020,2,2,0,0,0,0.00000000,-0.00003198,-0.00003198
0,fold0:146_class-4,146_class-4,0.20650584,0.95437378,0.95437378,4,4,0,1,1,0.00000000,0.74786794,0.74786794
0,fold0:147_class-36,147_class-36,0.46540448,0.46608952,0.46540448,2,0,1,1,1,-0.00068504,0.00068504,0.00000000
0,fold0:148_class-12,148_class-12,0.03200174,0.03145694,0.03145694,3,3,0,0,0,0.00000000,-0.00054480,-0.00054480
0,fold0:149_class-20,149_class-20,0.57936180,0.13649267,0.13649267,3,3,0,0,0,0.00000000,-0.44286913,-0.44286913
0,fold0:150_class-60,150_class-60,0.92224646,0.92463863,0.92463863,5,5,0,1,1,0.00000000,0.00239217,0.00239217
0,fold0:151_class-4,151_class-4,0.78367043,0.78367043,0.78367043,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:152_class-0,152_class-0,0.35112587,0.45357382,0.45357382,2,2,0,1,1,0.00000000,0.10244796,0.10244796
0,fold0:153_class-36,153_class-36,0.44836318,0.53942662,0.53942662,5,5,0,1,1,0.00000000,0.09106344,0.09106344
0,fold0:154_class-28,154_class-28,0.43409771,0.43409771,0.43409771,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:155_class-48,155_class-48,0.65592098,0.65626162,0.65592098,2,0,1,1,1,-0.00034064,0.00034064,0.00000000
0,fold0:156_class-48,156_class-48,0.43935317,0.40203682,0.43935317,2,0,1,0,1,0.03731635,-0.03731635,0.00000000
0,fold0:157_class-8,157_class-8,0.36361969,0.36361969,0.36361969,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:158_class-4,158_class-4,0.95140791,0.95100224,0.95140791,3,0,1,0,1,0.00040567,-0.00040567,0.00000000
0,fold0:159_class-76,159_class-76,0.43222633,0.43534869,0.43534869,3,3,0,1,1,0.00000000,0.00312236,0.00312236
0,fold0:160_class-56,160_class-56,0.45847932,0.48192483,0.48192483,1,1,0,1,1,0.00000000,0.02344552,0.02344552
0,fold0:161_class-24,161_class-24,0.38280097,0.43168473,0.43168473,5,5,0,1,1,0.00000000,0.04888377,0.04888377
0,fold0:162_class-64,162_class-64,0.34760401,0.34152555,0.34760401,1,0,1,0,1,0.00607845,-0.00607845,0.00000000
0,fold0:163_class-36,163_class-36,0.56221110,0.56221110,0.56221110,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:164_class-8,164_class-8,0.65275025,0.74978125,0.74978125,1,1,0,1,1,0.00000000,0.09703100,0.09703100
0,fold0:165_class-36,165_class-36,0.93176758,0.75455141,0.93176758,5,0,1,0,1,0.17721617,-0.17721617,0.00000000
0,fold0:166_class-48,166_class-48,0.57730359,0.57730359,0.57730359,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:167_class-52,167_class-52,0.75037235,0.86735868,0.75037235,2,0,1,1,1,-0.11698633,0.11698633,0.00000000
0,fold0:168_class-68,168_class-68,0.73906362,0.96768880,0.96768880,4,4,0,1,1,0.00000000,0.22862518,0.22862518
0,fold0:169_class-40,169_class-40,0.63031143,0.65157062,0.65157062,4,4,0,1,1,0.00000000,0.02125919,0.02125919
0,fold0:170_class-76,170_class-76,0.48502970,0.49037680,0.49037680,2,2,0,1,1,0.00000000,0.00534710,0.00534710
0,fold0:171_class-0,171_class-0,0.62913465,0.80273956,0.80273956,2,2,0,1,1,0.00000000,0.17360491,0.17360491
0,fold0:172_class-76,172_class-76,0.37947875,0.45721218,0.45721218,3,3,0,1,1,0.00000000,0.07773343,0.07773343
0,fold0:173_class-24,173_class-24,0.44883984,0.47245309,0.47245309,5,5,0,1,1,0.00000000,0.02361324,0.02361324
0,fold0:174_class-72,174_class-72,0.62028414,0.63602465,0.63602465,4,4,0,1,1,0.00000000,0.01574051,0.01574051
0,fold0:175_class-52,175_class-52,0.23620370,0.23620370,0.23620370,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:176_class-24,176_class-24,0.46323103,0.46323103,0.46323103,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:177_class-16,177_class-16,0.39550743,0.39550743,0.39550743,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:178_class-48,178_class-48,0.39756775,0.41858724,0.41858724,2,2,0,1,1,0.00000000,0.02101949,0.02101949
0,fold0:179_class-4,179_class-4,0.94792503,0.94809014,0.94792503,4,0,1,1,1,-0.00016510,0.00016510,0.00000000
0,fold0:180_class-0,180_class-0,0.61604720,0.60532010,0.61604720,5,0,1,0,1,0.01072711,-0.01072711,0.00000000
0,fold0:181_class-16,181_class-16,0.62452316,0.69645083,0.62452316,1,0,1,1,1,-0.07192767,0.07192767,0.00000000
0,fold0:182_class-68,182_class-68,0.47303820,0.47361025,0.47361025,3,3,0,1,1,0.00000000,0.00057206,0.00057206
0,fold0:183_class-36,183_class-36,0.90526909,0.75064647,0.75064647,5,5,0,0,0,0.00000000,-0.15462261,-0.15462261
0,fold0:184_class-20,184_class-20,0.45232335,0.45232335,0.45232335,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:185_class-16,185_class-16,0.41870725,0.47920245,0.47920245,4,4,0,1,1,0.00000000,0.06049520,0.06049520
0,fold0:186_class-72,186_class-72,0.46688706,0.46688706,0.46688706,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:187_class-64,187_class-64,0.36154053,0.36149952,0.36149952,2,2,0,0,0,0.00000000,-0.00004101,-0.00004101
0,fold0:188_class-24,188_class-24,0.47464445,0.47361770,0.47464445,1,0,1,0,1,0.00102675,-0.00102675,0.00000000
0,fold0:189_class-76,189_class-76,0.66081750,0.56125402,0.56125402,3,3,0,0,0,0.00000000,-0.09956348,-0.09956348
0,fold0:190_class-4,190_class-4,0.94915390,0.95195699,0.94915390,1,0,1,1,1,-0.00280309,0.00280309,0.00000000
0,fold0:191_class-24,191_class-24,0.47170115,0.50677627,0.50677627,1,1,0,1,1,0.00000000,0.03507513,0.03507513
0,fold0:192_class-4,192_class-4,0.86939561,0.86711085,0.86939561,1,0,1,0,1,0.00228477,-0.00228477,0.00000000
0,fold0:193_class-24,193_class-24,0.43599343,0.41730705,0.43599343,5,0,1,0,1,0.01868638,-0.01868638,0.00000000
0,fold0:194_class-44,194_class-44,0.55192620,0.39256272,0.39256272,5,5,0,0,0,0.00000000,-0.15936348,-0.15936348
0,fold0:195_class-36,195_class-36,0.82386571,0.82405573,0.82405573,2,2,0,1,1,0.00000000,0.00019002,0.00019002
0,fold0:196_class-64,196_class-64,0.25436598,0.40170467,0.25436598,4,0,1,1,1,-0.14733869,0.14733869,0.00000000
0,fold0:197_class-36,197_class-36,0.48402119,0.48402119,0.48402119,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:198_class-48,198_class-48,0.47892848,0.73647839,0.47892848,2,0,1,1,1,-0.25754991,0.25754991,0.00000000
0,fold0:199_class-12,199_class-12,0.90192473,0.48353314,0.48353314,5,5,0,0,0,0.00000000,-0.41839159,-0.41839159
0,fold0:200_class-12,200_class-12,0.32851532,0.33548248,0.33548248,4,4,0,1,1,0.00000000,0.00696716,0.00696716
0,fold0:201_class-36,201_class-36,0.55368978,0.69791400,0.69791400,3,3,0,1,1,0.00000000,0.14422423,0.14422423
0,fold0:202_class-64,202_class-64,0.96886623,0.96882236,0.96886623,5,0,1,0,1,0.00004387,-0.00004387,0.00000000
0,fold0:203_class-4,203_class-4,0.86639738,0.86639738,0.86639738,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:204_class-44,204_class-44,0.45720100,0.45720100,0.45720100,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:205_class-4,205_class-4,0.28517789,0.28517789,0.28517789,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:206_class-64,206_class-64,0.44534594,0.47866386,0.47866386,2,2,0,1,1,0.00000000,0.03331792,0.03331792
0,fold0:207_class-52,207_class-52,0.24416946,0.24470383,0.24416946,1,0,1,1,1,-0.00053437,0.00053437,0.00000000
0,fold0:208_class-20,208_class-20,0.31823653,0.31824213,0.31823653,2,0,1,1,1,-0.00000560,0.00000560,0.00000000
0,fold0:209_class-28,209_class-28,0.33749476,0.33749476,0.33749476,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:210_class-48,210_class-48,0.39350560,0.39459383,0.39350560,4,0,1,1,1,-0.00108823,0.00108823,0.00000000
0,fold0:211_class-36,211_class-36,0.40801233,0.47614825,0.47614825,2,2,0,1,1,0.00000000,0.06813592,0.06813592
0,fold0:212_class-64,212_class-64,0.41220129,0.44895351,0.44895351,5,5,0,1,1,0.00000000,0.03675222,0.03675222
0,fold0:213_class-52,213_class-52,0.64104778,0.59962833,0.59962833,1,1,0,0,0,0.00000000,-0.04141945,-0.04141945
